Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/013/304/385/GCF_013304385.1_genomic.fna.gz	0.0025	0.0038	97.40	0.328	97.11-97.70	0.328	0.30-0.36	1	1.301	2290/17210	93.70	2086	NZ_JAAITU010000100.1 Blautia glucerasea strain MSK.21.93 NODE_100_length_2344_cov_145.906, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/199/545/GCF_900199545.1_genomic.fna.gz	0.0024	0.0034	98.96	0.321	98.74-99.25	0.321	0.29-0.34	1	1.282	3234/15781	95.02	28	NZ_LT962663.1 Raoultibacter massiliensis strain Marseille-P2849, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/519/105/GCF_000519105.1_genomic.fna.gz	0.0024	0.0044	98.07	0.321	97.86-98.35	0.321	0.29-0.34	1	1.187	3121/20235	94.15	497	NZ_KI912578.1 Butyricimonas virosa DSM 23226 K252DRAFT_scaffold00001.1, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/017/887/695/GCA_017887695.1_genomic.fna.gz	0.0024	0.0022	95.68	0.320	95.18-96.20	0.320	0.27-0.37	1	1.359	740/10342	91.84	298	JAGHHM010000144.1 Oscillospiraceae bacterium isolate MAG.31 k127_1011985, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/902/373/545/GCA_902373545.1_genomic.fna.gz	0.0024	0.0022	96.66	0.319	96.13-97.13	0.319	0.27-0.37	1	1.231	983/10116	92.76	11	CABKMZ010000001.1 uncultured Actinomyces sp. isolate MGYG-HGUT-01285 genome assembly, contig: NODE_11_length_114815_cov_22.1871, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/509/125/GCA_000509125.1_genomic.fna.gz	0.0024	0.0036	99.20	0.317	98.99-99.41	0.317	0.29-0.34	1	1.203	3651/16838	95.19	13	BAII02000026.1 Clostridiales bacterium VE202-26 DNA, contig: VE202-26_contig00026, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/009/883/055/GCF_009883055.1_genomic.fna.gz	0.0024	0.0032	97.13	0.314	96.82-97.46	0.314	0.28-0.35	1	1.233	1718/15017	93.25	1343	NZ_WWVR01000068.1 Blautia sp. BIOML-A1 scaffold101_size5537, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/904/420/075/GCA_904420075.1_genomic.fna.gz	0.0023	0.0017	98.40	0.309	98.10-98.77	0.309	0.27-0.34	1	1.175	1351/8210	94.35	24	CAJFTX010000001.1 uncultured Clostridia bacterium isolate Coassembly_mag_187 genome assembly, contig: MAGpy_11413_min2k_bin_187_fak87_82653, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/150/225/GCA_003150225.1_genomic.fna.gz	0.0023	0.0013	98.90	0.309	98.53-99.43	0.309	0.26-0.34	1	1.175	1140/5915	94.83	10	QAND01000021.1 Firmicutes bacterium isolate CIM:MAG 959 contig_110950, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/433/635/GCA_000433635.1_genomic.fna.gz	0.0023	0.0020	96.91	0.309	96.52-97.39	0.309	0.26-0.36	1	1.134	1073/9691	93.15	56	HF997820.1 Ruminococcus sp. CAG:254 genomic scaffold, scf2, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/904/420/265/GCA_904420265.1_genomic.fna.gz	0.0023	0.0021	96.96	0.306	96.49-97.37	0.306	0.27-0.35	1	1.318	1055/10188	92.95	244	CAJFUU010000001.1 uncultured Clostridia bacterium isolate Coassembly_mag_558 genome assembly, contig: MAGpy_11413_min2k_bin_558_fak87_6805, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/433/415/GCA_000433415.1_genomic.fna.gz	0.0023	0.0020	98.42	0.305	98.14-98.86	0.305	0.26-0.33	1	1.175	1642/9770	94.41	37	FR890376.1 Clostridium sp. CAG:448 genomic scaffold, scf1, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/902/796/245/GCA_902796245.1_genomic.fna.gz	0.0023	0.0017	97.28	0.304	96.89-97.81	0.304	0.25-0.34	1	1.554	1214/8645	93.86	1240	CADBOK010000001.1 Ruminococcaceae bacterium isolate RUG14158 genome assembly, contig: RUG14158_asm_1, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/009/730/335/GCF_009730335.1_genomic.fna.gz	0.0023	0.0021	96.18	0.302	95.44-96.70	0.302	0.26-0.37	1	1.177	818/10296	92.15	192	NZ_CP046315.1 Schaalia odontolytica strain FDAARGOS_732 chromosome, complete genome
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/209/925/GCF_900209925.1_genomic.fna.gz	0.0023	0.0031	95.83	0.301	95.34-96.23	0.301	0.26-0.35	1	1.273	1047/14496	91.87	1520	NZ_LT907978.1 Anaerobutyricum hallii isolate EH1 chromosome I
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/239/295/GCF_000239295.1_genomic.fna.gz	0.0023	0.0033	97.36	0.301	97.06-97.75	0.301	0.26-0.33	1	1.481	1975/16381	93.40	711	NZ_JH417617.1 Flavonifractor plautii ATCC 29863 Scfld0, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/201/875/GCF_003201875.1_genomic.fna.gz	0.0022	0.0059	95.48	0.298	95.12-95.83	0.298	0.26-0.34	1	1.167	1865/29706	91.46	825	NZ_QJKD01000001.1 Hungatella effluvii strain DSM 24995 Ga0244553_101, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/905/369/855/GCA_905369855.1_genomic.fna.gz	0.0022	0.0014	96.21	0.295	95.52-96.80	0.295	0.24-0.37	1	1.174	541/6873	92.13	27	CAJPJN010000001.1 Streptococcus oralis isolate DRR046084-mag-bin.1 genome assembly, contig: DRR046084-mag-bin.1_2, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/019/118/935/GCA_019118935.1_genomic.fna.gz	0.0022	0.0022	96.67	0.288	96.14-97.14	0.288	0.24-0.34	1	1.623	1039/11419	92.56	529	DWXY01000020.1 MAG TPA_asm: Candidatus Oscillibacter pullicola isolate ChiBcolR2-4535 ChiBcolR2__C10260_L49634_SAMN08009986, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/554/605/GCA_900554605.1_genomic.fna.gz	0.0022	0.0011	96.44	0.288	95.80-97.20	0.288	0.22-0.35	1	1.163	486/5869	92.28	15	USHU01000001.1 uncultured Actinomyces sp. isolate UMGS1731 genome assembly, contig: NODE_44_length_30252_cov_2.771302, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/434/775/GCA_000434775.1_genomic.fna.gz	0.0021	0.0013	97.75	0.283	97.19-98.28	0.283	0.24-0.34	1	1.151	865/6949	93.50	13	FR895455.1 Eggerthella sp. CAG:368 genomic scaffold, scf6, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/014/845/975/GCA_014845975.1_genomic.fna.gz	0.0021	0.0006	97.96	0.283	97.40-98.77	0.283	0.21-0.34	1	1.186	409/3061	93.71	12	RKAN01000109.1 Bacterium isolate UBG175 contig1406929, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/542/935/GCA_900542935.1_genomic.fna.gz	0.0021	0.0016	97.14	0.281	96.57-97.70	0.281	0.23-0.33	1	1.381	872/8542	92.90	164	UQPN01000001.1 uncultured Clostridiales bacterium isolate UMGS509 genome assembly, contig: NODE_8_length_198624_cov_7.053790, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/019/118/565/GCA_019118565.1_genomic.fna.gz	0.0021	0.0014	97.78	0.276	97.20-98.35	0.276	0.22-0.32	1	1.161	969/7848	93.48	87	DWYR01000006.1 MAG TPA_asm: Candidatus Alistipes avicola isolate CHK169-11906 CHK169__C116223_L26746_SAMEA104467483, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/554/485/GCA_900554485.1_genomic.fna.gz	0.0021	0.0009	98.72	0.274	98.32-99.41	0.274	0.22-0.31	1	1.253	818/4952	94.36	26	USHO01000001.1 uncultured Clostridiales bacterium isolate UMGS1728 genome assembly, contig: NODE_679_length_40128_cov_3.793976, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/001/916/965/GCA_001916965.1_genomic.fna.gz	0.0020	0.0027	97.07	0.272	96.62-97.46	0.272	0.24-0.31	1	1.189	1474/15016	92.79	669	MNTL01000026.1 MAG: Roseburia sp. CAG:10041_57 Ley3_66761_scaffold_10235, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/757/485/GCA_900757485.1_genomic.fna.gz	0.0020	0.0024	97.56	0.270	97.14-97.96	0.270	0.23-0.31	1	1.206	1563/13583	93.26	170	CAAEOA010000001.1 TPA_asm: Ruminococcaceae bacterium, isolate HGM13222, WGS project CAAEOA010000000 data, contig: ERS537327_19_k99_679, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/767/195/GCA_900767195.1_genomic.fna.gz	0.0020	0.0017	96.83	0.269	96.35-97.32	0.269	0.22-0.31	1	1.297	842/9425	92.50	187	CAAFYG010000001.1 TPA_asm: Clostridia bacterium, isolate HGM11420, WGS project CAAFYG010000000 data, contig: SRS475920_69_k119_3973, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/119/915/GCF_900119915.1_genomic.fna.gz	0.0020	0.0017	97.58	0.265	97.07-98.12	0.265	0.22-0.31	1	1.176	1012/8976	93.20	123	NZ_LT635455.1 Olsenella timonensis strain Marseille-P2300 chromosome contig00001
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/001/405/015/GCF_001405015.1_genomic.fna.gz	0.0020	0.0026	98.57	0.264	98.23-98.90	0.264	0.23-0.30	1	1.181	2241/14788	94.09	193	NZ_CYZX01000001.1 Clostridium disporicum strain 2789STDY5834856, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/902/388/225/GCA_902388225.1_genomic.fna.gz	0.0020	0.0011	96.46	0.260	95.68-97.18	0.260	0.20-0.34	1	1.175	487/6322	92.06	15	CABMOR010000001.1 uncultured Ruminococcaceae bacterium isolate MGYG-HGUT-02553 genome assembly, contig: GUT_GENOME148502_1, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/014/290/175/GCF_014290175.1_genomic.fna.gz	0.0019	0.0025	97.27	0.259	96.77-97.68	0.259	0.23-0.30	1	1.310	1451/14150	92.92	1576	NZ_JACOOR010000001.1 Anaerosacchariphilus sp. NSJ-68 H10_ctg001, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/551/295/GCA_900551295.1_genomic.fna.gz	0.0019	0.0016	97.18	0.258	96.64-97.72	0.258	0.21-0.31	1	1.332	945/9140	92.94	105	URVJ01000001.1 uncultured Clostridiales bacterium isolate UMGS1387 genome assembly, contig: NODE_29_length_193494_cov_6.869623, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/545/285/GCA_900545285.1_genomic.fna.gz	0.0019	0.0015	97.96	0.254	97.44-98.51	0.254	0.21-0.30	1	1.217	1103/8818	93.51	62	UQYK01000001.1 uncultured Ruminococcus sp. isolate UMGS761 genome assembly, contig: NODE_45_length_141525_cov_9.437421, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/481/825/GCF_003481825.1_genomic.fna.gz	0.0019	0.0025	96.00	0.253	95.41-96.51	0.253	0.21-0.31	1	1.259	976/14823	91.60	2374	NZ_QULW01000001.1 Clostridium sp. OM02-18AC OM02-18AC.Scaf1, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/332/875/GCF_000332875.2_genomic.fna.gz	0.0019	0.0020	97.37	0.253	96.93-97.78	0.253	0.21-0.29	1	1.183	1227/12238	92.85	385	NZ_KB290627.1 Anaerostipes hadrus DSM 3319 Scfld0, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/538/305/GCA_900538305.1_genomic.fna.gz	0.0019	0.0015	95.90	0.249	95.28-96.53	0.249	0.20-0.32	1	1.138	535/8638	91.42	81	UPXY01000001.1 uncultured Collinsella sp. isolate UMGS6 genome assembly, contig: NODE_10_length_256930_cov_11.186709, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/542/245/GCA_900542245.1_genomic.fna.gz	0.0018	0.0016	97.52	0.246	96.90-98.10	0.246	0.20-0.30	1	1.099	1463/9906	94.02	1144	UQMQ01000001.1 uncultured Clostridiales bacterium isolate UMGS434 genome assembly, contig: NODE_240_length_48820_cov_4.921014, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/002/305/315/GCA_002305315.1_genomic.fna.gz	0.0018	0.0020	96.21	0.245	95.63-96.70	0.245	0.21-0.29	1	1.131	808/12006	91.66	22	DBQQ01000028.1 MAG TPA_asm: Clostridiales bacterium UBA1390 UBA1390_contig_10290, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/759/385/GCA_900759385.1_genomic.fna.gz	0.0018	0.0019	98.13	0.244	97.72-98.57	0.244	0.21-0.28	1	1.241	1482/11652	93.56	230	CAAEUZ010000001.1 TPA_asm: uncultured Oscillospiraceae bacterium, isolate HGM13002, WGS project CAAEUZ010000000 data, contig: ERS608592_48_k95_2299, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/014/202/695/GCF_014202695.1_genomic.fna.gz	0.0018	0.0019	95.03	0.235	94.23-95.71	0.235	0.18-0.29	1	1.121	512/11604	90.42	98	NZ_JACHHH010000001.1 Oribacterium sinus strain DSM 17245 Ga0415240_01, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/760/055/GCA_900760055.1_genomic.fna.gz	0.0017	0.0019	98.03	0.230	97.59-98.52	0.230	0.19-0.26	1	1.121	1427/12479	93.24	20	CAAEXN010000001.1 TPA_asm: Opitutales bacterium, isolate HGM23545, WGS project CAAEXN010000000 data, contig: SRS012969_12_k99_60, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/551/715/GCA_900551715.1_genomic.fna.gz	0.0017	0.0017	96.52	0.228	95.93-97.09	0.228	0.18-0.27	1	1.137	783/11005	91.83	413	URXG01000001.1 uncultured Blautia sp. isolate UMGS1434 genome assembly, contig: NODE_67_length_114725_cov_8.259379, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/233/455/GCF_000233455.1_genomic.fna.gz	0.0017	0.0043	97.97	0.225	97.70-98.24	0.225	0.20-0.24	1	1.136	3094/28294	93.11	665	NZ_JH376420.1 [Clostridium] citroniae WAL-17108 supercont1.1, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/158/075/GCF_000158075.1_genomic.fna.gz	0.0017	0.0042	98.28	0.224	97.97-98.63	0.224	0.20-0.25	1	1.161	3307/27208	93.43	394	NZ_GG657677.1 [Clostridium] asparagiforme DSM 15981 Scfld214, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/019/114/415/GCA_019114415.1_genomic.fna.gz	0.0017	0.0016	96.20	0.223	95.52-96.74	0.223	0.18-0.27	1	1.169	680/10941	91.43	216	DXFO01000012.1 MAG TPA_asm: Candidatus Gemmiger faecavium isolate ChiSxjej1B13-1558 ChiSxjej1B13M5__C105211_L6979_SAMN08009907, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/761/935/GCA_900761935.1_genomic.fna.gz	0.0016	0.0012	95.18	0.218	94.29-95.87	0.218	0.17-0.29	1	1.222	374/8601	90.38	20	CAAFEQ010000001.1 TPA_asm: Clostridia bacterium, isolate HGM12669, WGS project CAAFEQ010000000 data, contig: SRS104400_23_k99_1605, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/175/615/GCF_000175615.1_genomic.fna.gz	0.0016	0.0014	96.47	0.218	95.84-97.06	0.218	0.18-0.27	1	1.123	641/9767	91.59	12	NZ_ACVO01000025.1 Rothia mucilaginosa ATCC 25296 contig00004, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/096/415/GCF_003096415.1_genomic.fna.gz	0.0016	0.0033	95.69	0.217	95.06-96.11	0.217	0.18-0.26	1	1.254	1182/22229	90.97	305	NZ_QEKH01000001.1 Victivallis vadensis strain DSM 14823 Ga0215691_101, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/768/815/GCA_900768815.1_genomic.fna.gz	0.0016	0.0008	97.78	0.215	97.15-98.46	0.215	0.16-0.27	1	1.248	610/5839	92.97	78	CAAGEE010000001.1 TPA_asm: Bacilli bacterium, isolate HGM10852, WGS project CAAGEE010000000 data, contig: SRS476155_44_k119_4213, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/460/505/GCF_003460505.1_genomic.fna.gz	0.0016	0.0017	95.61	0.214	94.90-96.51	0.214	0.15-0.26	1	1.506	577/11646	90.76	468	NZ_QTVG01000001.1 Eubacterium sp. AF36-5BH AF36-5BH.Scaf1, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/543/325/GCA_900543325.1_genomic.fna.gz	0.0016	0.0020	96.25	0.213	95.61-96.87	0.213	0.17-0.26	1	1.625	830/13629	91.37	611	UQQU01000001.1 uncultured Clostridium sp. isolate UMGS558 genome assembly, contig: NODE_91_length_96647_cov_13.029050, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/014/385/005/GCA_014385005.1_genomic.fna.gz	0.0015	0.0022	96.91	0.206	96.27-97.52	0.206	0.17-0.25	1	1.246	1255/15702	92.17	1497	JACRSZ010000001.1 Lachnospiraceae bacterium NSJ-46 ATB_D20_9_93_ctg001, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/016/901/815/GCF_016901815.1_genomic.fna.gz	0.0015	0.0014	97.13	0.203	96.47-97.79	0.203	0.16-0.25	1	1.449	788/10178	92.08	129	NZ_JACSNR010000001.1 Hydrogenoanaerobacterium saccharovorans strain An564 An564_contig-110_0, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/177/335/GCF_000177335.1_genomic.fna.gz	0.0015	0.0015	97.30	0.203	96.62-97.86	0.203	0.17-0.25	1	1.110	889/11080	92.18	31	NZ_ADFP01000140.1 Pyramidobacter piscolens W5455 contig00282, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/478/985/GCF_000478985.1_genomic.fna.gz	0.0015	0.0011	95.44	0.199	94.52-96.50	0.199	0.14-0.27	1	1.185	362/8243	90.41	208	NZ_AWXB01000001.1 Peptoniphilus sp. BV3C26 contig00033, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/426/605/GCF_000426605.1_genomic.fna.gz	0.0015	0.0017	96.96	0.198	96.28-97.43	0.198	0.17-0.24	1	1.101	919/13066	91.79	15	NZ_AUFR01000001.1 Propionibacterium acidifaciens DSM 21887 K336DRAFT_scaffold00001.1_C, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/763/355/GCA_900763355.1_genomic.fna.gz	0.0015	0.0009	96.57	0.195	95.68-97.49	0.195	0.14-0.25	1	1.356	416/6530	91.50	185	CAAFJY010000001.1 TPA_asm: Clostridia bacterium, isolate HGM12631, WGS project CAAFJY010000000 data, contig: SRS1596808_82_k141_3894, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/014/384/965/GCA_014384965.1_genomic.fna.gz	0.0015	0.0015	96.33	0.195	95.69-96.91	0.195	0.16-0.24	1	1.156	711/11783	91.34	599	JACRSW010000027.1 Lachnospiraceae bacterium BX3 BX3_ctg001, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/537/755/GCA_003537755.1_genomic.fna.gz	0.0014	0.0012	97.39	0.191	96.62-98.26	0.191	0.14-0.25	1	1.732	766/9437	92.22	65	DPQS01000057.1 MAG TPA_asm: Clostridiales bacterium isolate UBA11477 contig_10032, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/014/872/655/GCA_014872655.1_genomic.fna.gz	0.0014	0.0011	95.84	0.188	94.97-96.61	0.188	0.14-0.24	1	1.189	429/8578	90.79	177	WHHJ01000001.1 Clostridia bacterium isolate COPD400 SA9245_bin.20_contig_1, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/555/435/GCA_900555435.1_genomic.fna.gz	0.0014	0.0011	97.48	0.186	96.80-98.16	0.186	0.15-0.23	1	1.227	779/9177	92.35	270	USLH01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1826 genome assembly, contig: NODE_438_length_37662_cov_3.580770, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/013/046/825/GCF_013046825.1_genomic.fna.gz	0.0014	0.0016	98.46	0.183	97.98-98.94	0.183	0.16-0.21	1	1.110	1326/12533	93.01	88	NZ_CP053187.1 Turicibacter sanguinis strain MOL361 chromosome, complete genome
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/009/738/225/GCF_009738225.1_genomic.fna.gz	0.0013	0.0013	95.19	0.178	94.38-96.15	0.178	0.13-0.23	1	1.092	369/10219	89.84	68	NZ_CP018187.1 Streptococcus salivarius strain ICDC2 chromosome, complete genome
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/018/713/325/GCA_018713325.1_genomic.fna.gz	0.0013	0.0012	98.00	0.176	97.43-98.69	0.176	0.14-0.21	1	1.236	937/10502	92.50	101	DVFJ01000004.1 MAG TPA_asm: Candidatus Onthenecus intestinigallinarum isolate ChiSxjej2B14-6234 ChiSxjej2B14M5__C10538_L63954_SRR6323376, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/828/055/GCF_000828055.2_genomic.fna.gz	0.0013	0.0028	96.39	0.175	95.86-96.83	0.175	0.15-0.21	1	1.195	1274/23850	90.98	215	NZ_CP010523.2 Klebsiella variicola strain DSM 15968 chromosome, complete genome
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/154/445/GCF_000154445.1_genomic.fna.gz	0.0013	0.0015	96.64	0.174	95.99-97.32	0.174	0.13-0.22	1	1.083	727/12778	91.17	261	NZ_DS499569.1 Intestinibacter bartlettii DSM 16795 Scfld_02_17, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/120/155/GCF_900120155.1_genomic.fna.gz	0.0013	0.0015	96.26	0.172	95.56-96.96	0.172	0.13-0.21	1	1.160	631/12376	90.85	194	NZ_LT635547.1 Clostridium sp. Marseille-P3244 strain Marseille-P3244T, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/904/419/775/GCF_904419775.1_genomic.fna.gz	0.0013	0.0011	97.25	0.171	96.38-98.03	0.171	0.13-0.22	1	1.100	631/9283	91.69	29	NZ_CAJFSX010000001.1 Candidatus Pararuminococcus gallinarum isolate Chicken_5_mag_108, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/509/105/GCA_000509105.1_genomic.fna.gz	0.0013	0.0026	96.70	0.171	96.20-97.23	0.171	0.14-0.20	1	1.308	1336/22892	91.24	630	BAIF02000143.1 Clostridiales bacterium VE202-21 DNA, contig: VE202-21_contig00143, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/015/667/935/GCF_015667935.1_genomic.fna.gz	0.0013	0.0015	96.99	0.170	96.32-97.57	0.170	0.14-0.21	1	1.172	797/12725	91.45	71	NZ_JADPET010000100.1 Clostridium sp. 1001270J_160509_D11 NODE_100_length_10651_cov_27.8814, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/557/275/GCA_900557275.1_genomic.fna.gz	0.0013	0.0007	97.36	0.169	96.45-98.24	0.169	0.12-0.22	1	1.275	465/6511	91.84	92	USRX01000001.1 uncultured Roseburia sp. isolate UMGS2025 genome assembly, contig: NODE_4_length_238150_cov_36.878191, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/180/035/GCA_000180035.1_genomic.fna.gz	0.0013	0.0010	95.50	0.168	94.55-96.62	0.168	0.12-0.23	1	1.110	327/8635	89.98	74	AEKM01000016.1 Streptococcus parasanguinis F0405 ctg1126926831355, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/557/165/GCA_900557165.1_genomic.fna.gz	0.0013	0.0011	98.39	0.168	97.75-99.04	0.168	0.14-0.20	1	1.173	958/10056	92.70	92	USRS01000001.1 uncultured Clostridium sp. isolate UMGS2014 genome assembly, contig: NODE_178_length_94279_cov_5.020759, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/425/525/GCF_000425525.1_genomic.fna.gz	0.0012	0.0020	95.12	0.166	94.41-95.84	0.166	0.13-0.21	1	1.118	584/17586	89.60	99	NZ_AUDP01000001.1 Ruminococcus gauvreauii DSM 19829 H604DRAFT_scaffold00001.1_C, whole genome shotgun sequence
reads/ERR7739005_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/725/995/GCF_003725995.1_genomic.fna.gz	0.0012	0.0013	96.36	0.165	95.59-97.20	0.165	0.13-0.21	1	1.160	574/11651	90.75	116	NZ_QIBX01000001.1 Slackia equolifaciens strain DSM 24851 DSM24851T_contig_001, whole genome shotgun sequence
