Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/547/385/GCA_900547385.1_genomic.fna.gz	0.0154	0.0106	97.07	0.245	96.39-97.70	0.245	0.20-0.32	1	1.166	693/7853	92.47	60	URGQ01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS979 genome assembly, contig: NODE_18_length_240798_cov_12.809652, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/755/GCA_000435755.1_genomic.fna.gz	0.0148	0.0061	98.21	0.236	97.68-98.91	0.236	0.18-0.29	1	1.200	565/4574	93.48	38	FR889066.1 Clostridium sp. CAG:508 genomic scaffold, scf5, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/540/635/GCA_900540635.1_genomic.fna.gz	0.0145	0.0142	96.54	0.230	95.96-97.09	0.230	0.19-0.28	1	1.215	794/11224	91.81	229	UQGU01000001.1 uncultured Clostridiales bacterium isolate UMGS273 genome assembly, contig: NODE_2_length_227820_cov_6.090194, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/014/290/175/GCF_014290175.1_genomic.fna.gz	0.0141	0.0174	96.10	0.224	95.53-96.70	0.224	0.18-0.27	1	1.600	860/14150	91.36	988	NZ_JACOOR010000001.1 Anaerosacchariphilus sp. NSJ-68 H10_ctg001, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/002/406/015/GCA_002406015.1_genomic.fna.gz	0.0139	0.0135	98.18	0.220	97.69-98.68	0.220	0.19-0.26	1	1.152	1284/11244	93.24	40	DHMX01000018.1 MAG TPA_asm: Lachnospiraceae bacterium UBA4631 UBA4631_contig_10094, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/012/843/875/GCF_012843875.1_genomic.fna.gz	0.0138	0.0149	98.38	0.220	97.95-98.79	0.220	0.19-0.25	1	1.149	1492/12259	93.43	16	NZ_JABAFY010000001.1 Desulfovibrio piger strain PG-251-APC-1 Contig_1, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/905/205/195/GCA_905205195.1_genomic.fna.gz	0.0138	0.0107	98.56	0.220	98.09-99.17	0.220	0.18-0.25	1	1.152	1152/8944	93.60	64	CAJLCS010000001.1 TPA_asm: uncultured Clostridiales bacterium isolate SRR7721898-bin.13 genome assembly, contig: NODE_380_length_78079_cov_6.711166, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/551/715/GCA_900551715.1_genomic.fna.gz	0.0137	0.0131	95.93	0.218	95.19-96.48	0.218	0.18-0.27	1	1.189	609/11005	91.09	356	URXG01000001.1 uncultured Blautia sp. isolate UMGS1434 genome assembly, contig: NODE_67_length_114725_cov_8.259379, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/541/315/GCA_900541315.1_genomic.fna.gz	0.0136	0.0156	95.86	0.217	95.25-96.42	0.217	0.18-0.26	1	1.145	696/12948	91.00	466	UQJF01000001.1 uncultured Clostridium sp. isolate UMGS337 genome assembly, contig: NODE_92_length_78578_cov_13.194949, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/015/667/935/GCF_015667935.1_genomic.fna.gz	0.0135	0.0151	97.45	0.215	96.87-97.98	0.215	0.18-0.25	1	1.167	1144/12725	92.52	883	NZ_JADPET010000100.1 Clostridium sp. 1001270J_160509_D11 NODE_100_length_10651_cov_27.8814, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/764/225/GCA_900764225.1_genomic.fna.gz	0.0133	0.0145	97.00	0.211	96.37-97.58	0.211	0.17-0.26	1	1.262	949/12461	92.03	1377	CAAFNG010000001.1 TPA_asm: Lachnospiraceae bacterium, isolate HGM12013, WGS project CAAFNG010000000 data, contig: SRS1719414_2_k119_281, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/555/GCA_000435555.1_genomic.fna.gz	0.0131	0.0078	97.16	0.209	96.47-98.02	0.209	0.16-0.26	1	1.202	540/6846	92.13	348	FR881491.1 Firmicutes bacterium CAG:176 genomic scaffold, scf4, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/024/675/GCF_003024675.1_genomic.fna.gz	0.0128	0.0121	96.10	0.203	95.41-96.73	0.203	0.16-0.25	1	1.169	581/10625	91.05	485	NZ_PYLP01000001.1 Faecalibacillus faecis strain SNUG30370 scaffold_0, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/433/515/GCA_000433515.1_genomic.fna.gz	0.0125	0.0118	97.13	0.199	96.49-97.66	0.199	0.17-0.25	1	1.121	809/10832	91.97	31	FR891039.1 Firmicutes bacterium CAG:272 genomic scaffold, scf6, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/143/685/GCF_900143685.1_genomic.fna.gz	0.0123	0.0093	96.68	0.196	95.98-97.66	0.196	0.14-0.25	1	1.244	541/8462	91.51	146	NZ_LT671675.1 Parolsenella massiliensis strain Marseille-P3237T chromosome scaffold00001
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/014/287/815/GCF_014287815.1_genomic.fna.gz	0.0123	0.0124	97.80	0.195	97.24-98.30	0.195	0.16-0.23	1	1.192	1078/11752	92.58	885	NZ_JACOOQ010000001.1 Clostridium sp. NSJ-42 M4_ctg001, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/343/845/GCA_003343845.1_genomic.fna.gz	0.0120	0.0092	97.24	0.191	96.62-97.82	0.191	0.15-0.24	1	1.101	645/8629	91.97	184	QAKK01000012.1 Oscillospiraceae bacterium isolate CIM:MAG 1170_1 contig_10243, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/546/695/GCA_900546695.1_genomic.fna.gz	0.0118	0.0094	98.41	0.188	97.82-99.00	0.188	0.15-0.23	1	1.224	974/9100	93.05	21	URDX01000001.1 uncultured Clostridiales bacterium isolate UMGS911 genome assembly, contig: NODE_7_length_184487_cov_7.360089, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/480/315/GCF_003480315.1_genomic.fna.gz	0.0118	0.0142	96.34	0.188	95.49-96.85	0.188	0.15-0.24	1	1.246	764/13649	91.12	1159	NZ_QUIV01000001.1 Clostridium sp. AM33-3 AM33-3.Scaf1, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/478/355/GCA_003478355.1_genomic.fna.gz	0.0117	0.0190	95.88	0.185	95.17-96.38	0.185	0.15-0.23	1	1.460	872/18419	90.63	1168	QUFC01000001.1 Lachnospiraceae bacterium AM48-27BH AM48-27BH.Scaf1, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/768/995/GCA_900768995.1_genomic.fna.gz	0.0115	0.0110	95.42	0.182	94.47-96.17	0.182	0.13-0.24	1	1.156	442/11077	90.13	69	CAAGEZ010000001.1 TPA_asm: Ruminococcaceae bacterium, isolate HGM13261, WGS project CAAGEZ010000000 data, contig: SRS476192_19_k119_7158, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/766/585/GCA_900766585.1_genomic.fna.gz	0.0113	0.0101	97.44	0.179	96.66-98.03	0.179	0.14-0.22	1	1.108	772/10280	91.99	71	CAAFVV010000001.1 TPA_asm: Clostridia bacterium, isolate HGM12789, WGS project CAAFVV010000000 data, contig: SRS475566_8_k119_3181, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/477/705/GCF_003477705.1_genomic.fna.gz	0.0112	0.0124	95.23	0.178	94.36-96.16	0.178	0.13-0.24	1	2.015	461/12554	89.89	901	NZ_QUDV01000001.1 Dorea sp. AF36-15AT AF36-15AT.Scaf1, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/554/975/GCA_900554975.1_genomic.fna.gz	0.0111	0.0065	98.90	0.177	98.14-99.76	0.177	0.13-0.22	1	1.172	779/6618	93.33	3	USJI01000001.1 uncultured Ruminococcus sp. isolate UMGS1771 genome assembly, contig: NODE_955_length_28547_cov_3.106556, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/481/585/GCF_003481585.1_genomic.fna.gz	0.0107	0.0126	97.26	0.170	96.59-98.01	0.170	0.13-0.21	1	1.313	916/13520	91.68	732	NZ_QUKY01000001.1 Clostridium sp. OM07-9AC OM07-9AC.Scaf1, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/433/315/GCA_000433315.1_genomic.fna.gz	0.0107	0.0065	98.56	0.169	97.81-99.34	0.169	0.13-0.22	1	1.170	724/7106	92.90	12	FR893351.1 Firmicutes bacterium CAG:345 genomic scaffold, scf3, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/549/635/GCA_900549635.1_genomic.fna.gz	0.0106	0.0086	97.26	0.168	96.51-97.99	0.168	0.13-0.21	1	1.181	625/9325	91.65	232	URPF01000001.1 uncultured Clostridiales bacterium isolate UMGS1215 genome assembly, contig: NODE_78_length_75095_cov_8.871802, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/555/435/GCA_900555435.1_genomic.fna.gz	0.0105	0.0083	97.72	0.167	97.00-98.40	0.167	0.13-0.21	1	1.139	707/9177	92.06	132	USLH01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1826 genome assembly, contig: NODE_438_length_37662_cov_3.580770, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/469/345/GCF_000469345.1_genomic.fna.gz	0.0105	0.0135	95.89	0.167	95.10-96.71	0.167	0.13-0.22	1	1.407	646/14800	90.39	833	NZ_KI271072.1 Eubacterium ramulus ATCC 29099 Scaffold1027, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/004/563/275/GCA_004563275.1_genomic.fna.gz	0.0102	0.0047	97.32	0.162	96.12-98.36	0.162	0.11-0.23	1	1.218	349/5219	91.64	35	SFSZ01000018.1 Bacterium isolate W1P20.016 Contig1076, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/551/525/GCA_900551525.1_genomic.fna.gz	0.0101	0.0042	97.26	0.161	96.12-98.63	0.161	0.10-0.23	1	1.212	312/4786	91.57	19	URWD01000001.1 uncultured Tenericutes bacterium isolate UMGS1410 genome assembly, contig: NODE_81_length_80329_cov_7.985599, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/515/GCA_000435515.1_genomic.fna.gz	0.0100	0.0048	95.98	0.160	94.87-97.23	0.160	0.10-0.23	1	1.231	242/5663	90.33	32	FR884145.1 Firmicutes bacterium CAG:582 genomic scaffold, scf3, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/553/635/GCA_900553635.1_genomic.fna.gz	0.0100	0.0090	96.53	0.159	95.68-97.33	0.159	0.12-0.21	1	1.124	526/10441	90.81	446	USDU01000001.1 uncultured Lachnospiraceae bacterium isolate UMGS1628 genome assembly, contig: NODE_456_length_40199_cov_4.160472, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/540/255/GCA_900540255.1_genomic.fna.gz	0.0096	0.0099	98.67	0.153	98.14-99.19	0.153	0.13-0.18	1	1.102	1124/11719	92.72	61	UQFE01000001.1 uncultured Clostridium sp. isolate UMGS222 genome assembly, contig: NODE_32_length_215889_cov_36.624336, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/552/225/GCA_900552225.1_genomic.fna.gz	0.0094	0.0067	98.56	0.149	97.79-99.22	0.149	0.12-0.18	1	1.081	744/8242	92.54	17	URYX01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1487 genome assembly, contig: NODE_209_length_47268_cov_3.959100, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/434/915/GCA_000434915.1_genomic.fna.gz	0.0093	0.0080	97.46	0.148	96.58-98.34	0.148	0.11-0.19	1	1.080	626/9891	91.48	19	FR882036.1 Ruminococcus sp. CAG:563 genomic scaffold, scf5, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/018/223/435/GCA_018223435.1_genomic.fna.gz	0.0092	0.0140	96.44	0.146	95.66-97.20	0.146	0.11-0.18	1	1.260	772/17009	90.51	923	JAGTTO010000001.1 Lachnospiraceae bacterium Marseille-Q4251 NODE_1_length_4042890_cov_28.160512, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/544/455/GCA_900544455.1_genomic.fna.gz	0.0091	0.0063	97.28	0.145	96.28-98.28	0.145	0.10-0.20	1	1.102	461/7845	91.26	2	UQVJ01000001.1 uncultured Eggerthella sp. isolate UMGS675 genome assembly, contig: NODE_87_length_63690_cov_4.668924, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/905/195/005/GCA_905195005.1_genomic.fna.gz	0.0091	0.0081	97.03	0.144	96.08-97.99	0.144	0.10-0.19	1	1.052	580/10082	91.20	78	CAJJUC010000001.1 TPA_asm: uncultured Clostridiales bacterium isolate ERR1190876-bin.42 genome assembly, contig: NODE_438_length_53157_cov_3.769613, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/553/595/GCA_900553595.1_genomic.fna.gz	0.0090	0.0065	97.90	0.144	97.05-98.89	0.144	0.10-0.19	1	1.209	609/8235	91.94	110	USEC01000001.1 uncultured Prevotella sp. isolate UMGS1635 genome assembly, contig: NODE_124_length_89296_cov_11.570052, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/555/665/GCA_900555665.1_genomic.fna.gz	0.0090	0.0058	96.79	0.143	95.74-97.85	0.143	0.10-0.19	1	1.142	367/7405	90.76	127	USLX01000001.1 uncultured Clostridiales bacterium isolate UMGS1850 genome assembly, contig: NODE_298_length_68129_cov_7.732291, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/770/535/GCA_900770535.1_genomic.fna.gz	0.0090	0.0067	95.07	0.143	93.92-96.31	0.143	0.09-0.21	1	1.124	242/8540	89.14	315	CAAHDV010000001.1 TPA_asm: Lachnospiraceae bacterium, isolate HGM11916, WGS project CAAHDV010000000 data, contig: SRS476339_17_k119_10075, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/548/145/GCA_900548145.1_genomic.fna.gz	0.0088	0.0089	97.94	0.140	97.19-98.55	0.140	0.11-0.17	1	1.116	825/11678	91.81	44	URJB01000001.1 uncultured Clostridiales bacterium isolate UMGS1048 genome assembly, contig: NODE_4_length_326627_cov_7.666527, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/435/815/GCF_003435815.1_genomic.fna.gz	0.0086	0.0094	96.20	0.137	95.33-97.06	0.137	0.10-0.18	1	1.237	497/12601	90.10	848	NZ_QTUV01000001.1 Dorea sp. AM10-31 AM10-31.Scaf1, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/002/451/755/GCA_002451755.1_genomic.fna.gz	0.0084	0.0064	95.63	0.134	94.57-96.89	0.134	0.08-0.19	1	1.129	278/8674	89.50	38	DKDF01000028.1 MAG TPA_asm: Ruminococcaceae bacterium UBA6855 UBA6855_contig_102, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/547/405/GCA_900547405.1_genomic.fna.gz	0.0082	0.0078	96.06	0.131	94.96-97.17	0.131	0.09-0.18	1	1.098	397/10974	89.85	269	URGL01000001.1 uncultured Clostridiales bacterium isolate UMGS977 genome assembly, contig: NODE_38_length_140845_cov_5.118560, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/486/385/GCA_003486385.1_genomic.fna.gz	0.0080	0.0092	97.74	0.127	96.96-98.44	0.127	0.10-0.16	1	1.240	792/13155	91.33	91	DNFT01000066.1 MAG TPA_asm: Eubacterium sp. isolate UBA10756 contig_1072, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/544/625/GCA_900544625.1_genomic.fna.gz	0.0078	0.0033	95.62	0.124	93.84-97.37	0.124	0.06-0.20	1	1.274	146/4907	89.28	61	UQVR01000001.1 uncultured Tenericutes bacterium isolate UMGS686 genome assembly, contig: NODE_35_length_112841_cov_22.355745, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/546/385/GCA_900546385.1_genomic.fna.gz	0.0078	0.0077	96.92	0.124	96.08-97.69	0.124	0.10-0.16	1	1.088	521/11507	90.50	40	URCT01000001.1 uncultured Clostridiales bacterium isolate UMGS882 genome assembly, contig: NODE_80_length_107506_cov_4.099627, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/902/362/435/GCA_902362435.1_genomic.fna.gz	0.0076	0.0075	97.41	0.120	96.53-98.29	0.120	0.09-0.16	1	1.170	584/11366	90.87	286	CABIWW010000001.1 Eubacteriaceae bacterium isolate MGYG-HGUT-00040 genome assembly, contig: .13414_6_60.1, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/432/155/GCA_000432155.1_genomic.fna.gz	0.0075	0.0061	95.79	0.119	94.53-97.41	0.119	0.07-0.18	1	1.086	291/9591	89.34	33	FR888437.1 Eubacterium sp. CAG:274 genomic scaffold, scf2, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/315/195/GCF_003315195.1_genomic.fna.gz	0.0073	0.0080	97.32	0.116	96.37-98.10	0.116	0.09-0.15	1	1.053	606/12490	90.70	14	NZ_QNRV01000001.1 Sutterella wadsworthensis strain DSM 14016 Ga0244527_101, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/547/165/GCA_900547165.1_genomic.fna.gz	0.0072	0.0055	97.74	0.115	96.77-98.81	0.115	0.08-0.15	1	1.105	468/8560	91.05	29	URFZ01000001.1 uncultured Clostridiales bacterium isolate UMGS964 genome assembly, contig: NODE_47_length_177973_cov_5.869833, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/004/556/155/GCA_004556155.1_genomic.fna.gz	0.0068	0.0064	97.89	0.108	96.91-98.86	0.108	0.08-0.14	1	1.089	593/10987	91.01	53	SFIM01000001.1 MAG: Clostridiales bacterium isolate W1P21.023 Contig10, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/106/845/GCF_900106845.1_genomic.fna.gz	0.0066	0.0077	98.02	0.104	97.06-98.77	0.104	0.08-0.14	1	1.083	671/12280	91.05	93	NZ_LT629846.1 Romboutsia timonensis strain Marseille-P326, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/545/935/GCA_900545935.1_genomic.fna.gz	0.0057	0.0045	98.68	0.091	97.68-99.62	0.091	0.07-0.12	1	1.096	541/9220	91.26	149	URAP01000001.1 uncultured Clostridiales bacterium isolate UMGS824 genome assembly, contig: NODE_29_length_147196_cov_4.287432, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/905/207/935/GCA_905207935.1_genomic.fna.gz	0.0055	0.0039	97.16	0.087	95.83-99.30	0.087	0.04-0.13	1	1.048	289/8286	89.74	0	CAJLNI010000001.1 TPA_asm: uncultured Haemophilus sp. isolate SRR413574-bin.5 genome assembly, contig: NODE_240_length_63905_cov_9.122882, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/001/543/345/GCF_001543345.1_genomic.fna.gz	0.0054	0.0053	98.88	0.086	97.75-99.98	0.086	0.06-0.12	1	1.047	640/10671	91.32	24	NZ_CP013476.1 Turicibacter sp. H121 chromosome, complete genome
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/905/193/225/GCA_905193225.1_genomic.fna.gz	0.0052	0.0036	97.59	0.083	96.02-99.09	0.083	0.05-0.13	1	1.089	305/7947	90.02	19	CAJJNV010000001.1 TPA_asm: uncultured Ruminococcaceae bacterium isolate ERR1600611-bin.79 genome assembly, contig: NODE_32_length_226681_cov_12.392515, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/018/918/145/GCF_018918145.1_genomic.fna.gz	0.0052	0.0045	97.69	0.083	96.40-99.11	0.083	0.05-0.12	1	1.370	386/9762	90.10	122	NZ_JAHLPX010000007.1 Anaerotignum sp. MSJ-24 M-24_ctg0001, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/155/425/GCF_900155425.1_genomic.fna.gz	0.0052	0.0098	95.61	0.082	94.39-96.83	0.082	0.06-0.12	1	1.148	465/21184	88.41	73	NZ_LT700189.1 Parabacteroides massiliensis strain SN4, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/759/005/GCA_900759005.1_genomic.fna.gz	0.0050	0.0042	97.73	0.080	96.45-99.10	0.080	0.05-0.12	1	1.038	369/9557	90.03	36	CAAEUQ010000001.1 TPA_asm: Clostridia bacterium, isolate HGM11580, WGS project CAAEUQ010000000 data, contig: ERS608572_48_k95_512, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/905/193/765/GCA_905193765.1_genomic.fna.gz	0.0047	0.0042	95.71	0.074	94.05-97.46	0.074	0.04-0.13	1	1.056	198/10543	87.97	16	CAJJPZ010000001.1 TPA_asm: uncultured Eubacterium sp. isolate ERR260134-bin.27 genome assembly, contig: NODE_413_length_55073_cov_4.754353, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/785/515/GCF_000785515.1_genomic.fna.gz	0.0041	0.0034	96.83	0.065	95.14-98.75	0.065	0.03-0.11	1	1.032	222/9341	88.64	1	NZ_CP009913.1 Streptococcus salivarius strain NCTC 8618 chromosome, complete genome
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/153/885/GCF_000153885.1_genomic.fna.gz	0.0039	0.0043	98.59	0.063	97.24-100.20	0.063	0.04-0.10	1	1.136	477/11846	90.16	460	NZ_DS264288.1 Eubacterium ventriosum ATCC 27560 Scfld0226, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/552/305/GCA_900552305.1_genomic.fna.gz	0.0039	0.0030	97.31	0.062	95.62-99.47	0.062	0.03-0.10	1	1.024	245/8878	89.06	70	URZD01000001.1 uncultured Clostridiales bacterium isolate UMGS1494 genome assembly, contig: NODE_396_length_42251_cov_4.030382, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/549/045/GCA_900549045.1_genomic.fna.gz	0.0034	0.0036	98.42	0.053	96.79-100.80	0.053	0.03-0.09	1	1.222	406/12372	89.56	7	URNE01000001.1 uncultured bacterium isolate UMGS1153 genome assembly, contig: NODE_363_length_24501_cov_7.814486, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/557/275/GCA_900557275.1_genomic.fna.gz	0.0032	0.0018	97.87	0.051	94.84-98.92	0.051	0.04-0.11	1	1.218	170/6511	88.91	81	USRX01000001.1 uncultured Roseburia sp. isolate UMGS2025 genome assembly, contig: NODE_4_length_238150_cov_36.878191, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/343/815/GCA_003343815.1_genomic.fna.gz	0.0030	0.0016	97.93	0.047	95.53-98.33	0.047	0.04-0.10	1	1.135	133/5389	88.74	12	QAKL01000109.1 MAG: Clostridiales bacterium isolate CIM:MAG 1201 contig_101219, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/555/295/GCA_900555295.1_genomic.fna.gz	0.0028	0.0020	98.52	0.045	96.26-100.12	0.045	0.03-0.09	1	1.013	229/8008	89.17	28	USKN01000001.1 uncultured Clostridiales bacterium isolate UMGS1810 genome assembly, contig: NODE_537_length_45750_cov_3.535135, whole genome shotgun sequence
reads/ERR7745291_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/701/705/GCF_000701705.1_genomic.fna.gz	0.0027	0.0046	99.34	0.042	97.93-100.88	0.042	0.02-0.06	1	1.047	684/19755	89.72	1	NZ_JNJP01000001.1 Bilophila wadsworthia ATCC 49260 T370DRAFT_scaffold00001.1_C, whole genome shotgun sequence
reads/ERR7745291_1.fastq.gz	gtdb_genomes_reps_r207/GCF/019/127/135/GCF_019127135.1_genomic.fna.gz	11.2417	16.2999	97.93	1556.000	NA-NA	HIGH	NA-NA	1556	1316.227	8665/16588	97.93	1566	NZ_JAHOEA010000100.1 Prevotella copri strain MSK.21.95 NODE_100_length_5714_cov_292.601, whole genome shotgun sequence
