Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/011/881/725/GCF_011881725.1_genomic.fna.gz	95.68	0.193	95.13-96.31	0.193	0.15-0.23	1	1.136	850/18523	90.54	NZ_JAATUR010000100.1 Escherichia coli strain SCPM-O-B-8794 100length=599, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/003/315/235/GCF_003315235.1_genomic.fna.gz	95.68	0.203	94.85-96.49	0.203	0.15-0.26	1	1.125	440/9129	90.68	NZ_QNRU01000001.1 Neisseria gonorrhoeae strain DSM 9188 Ga0244522_101, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/024/181/605/GCF_024181605.1_genomic.fna.gz	95.41	0.695	95.12-95.67	0.695	0.62-0.76	1	1.372	1408/11885	93.35	NZ_CP054477.1 Treponema denticola strain OMZ 823 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/020/161/265/GCA_020161265.1_genomic.fna.gz	95.37	7.000	NA-NA	HIGH	NA-NA	7	6.814	5951/25846	95.37	JAIUOC010000010.1 MAG: Chloroflexi bacterium isolate HERP1 spades-bin.75~NODE_121_length_326074_cov_3.61005, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/014/836/715/GCF_014836715.1_genomic.fna.gz	95.37	0.191	94.77-95.83	0.191	0.16-0.23	1	1.143	803/19544	90.22	NZ_JACSQI010000010.1 Escherichia whittamii strain Sa2BVA5 NODE_10_length_189467_cov_8.267575, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/003/044/455/GCA_003044455.1_genomic.fna.gz	95.28	0.226	94.44-96.12	0.226	0.17-0.30	1	1.140	450/9652	90.58	POWY01000001.1 Neisseria bergeri strain C2008000328 C2008000328_S13_ctg_2420, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/024/181/645/GCF_024181645.1_genomic.fna.gz	95.22	0.760	95.00-95.51	0.760	0.68-0.82	1	1.397	1417/11951	93.35	NZ_CP058624.1 Treponema denticola strain OMZ 854 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/900/755/095/GCA_900755095.1_genomic.fna.gz	95.21	0.835	95.01-95.41	0.835	0.75-0.89	1	1.514	1945/15512	93.52	CAAEFE010000001.1 TPA_asm: uncultured Bacteroides sp., isolate HGM04659, WGS project CAAEFE010000000 data, contig: ERS473029_19_k99_64, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/014/896/455/GCA_014896455.1_genomic.fna.gz	95.19	6.000	NA-NA	HIGH	NA-NA	6	6.696	2023/9328	95.19	JADBKJ010000001.1 MAG: Thermoanaerobacter sp. isolate Bu09 bin.9_contig1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/184/965/GCF_900184965.1_genomic.fna.gz	95.17	1.967	95.04-95.32	1.967	1.75-2.14	2	2.502	2205/11817	94.73	NZ_FXYA01000214.1 Akkermansia muciniphila isolate Mouse_2_MG.fasta, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/901/482/445/GCF_901482445.1_genomic.fna.gz	95.16	0.227	94.20-95.98	0.227	0.17-0.31	1	1.154	396/8919	90.44	NZ_LR590477.1 Neisseria lactamica strain NCTC10617 chromosome 1
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/020/721/225/GCA_020721225.1_genomic.fna.gz	95.14	12.000	NA-NA	HIGH	NA-NA	12	11.868	2427/11372	95.14	DYNE01000043.1 MAG TPA_asm: Pelodictyon luteolum isolate SulCav_FS08_3_51_27 SulCav_FS08-3_1039_length_19552_cov_13.561061, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/720/585/GCF_001720585.1_genomic.fna.gz	95.14	0.137	94.16-95.93	0.137	0.10-0.19	1	1.069	533/19035	89.11	NZ_MABH01000001.1 Cereibacter johrii strain JA192 Edena_55_len:9378, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/014/425/GCF_000014425.1_genomic.fna.gz	95.11	0.287	94.37-95.82	0.287	0.22-0.37	1	1.125	407/7578	91.00	NC_008530.1 Lactobacillus gasseri ATCC 33323 = JCM 1131, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/905/372/345/GCA_905372345.1_genomic.fna.gz	95.07	0.625	94.71-95.49	0.625	0.52-0.70	1	1.356	777/7874	92.80	CAJPPE010000001.1 uncultured Treponema sp. isolate SRR9217404-mag-bin.11 genome assembly, contig: SRR9217404-mag-bin.11_239, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/166/355/GCF_000166355.1_genomic.fna.gz	95.02	0.295	94.35-95.49	0.295	0.25-0.37	2	0.837	1081/11657	92.62	NC_014652.1 Caldicellulosiruptor hydrothermalis 108, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/129/115/GCF_900129115.1_genomic.fna.gz	94.90	7.000	NA-NA	HIGH	NA-NA	7	6.935	1996/10121	94.90	NZ_FQUR01000036.1 Thermoanaerobacter uzonensis DSM 18761, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/509/575/GCF_001509575.1_genomic.fna.gz	94.89	12.000	NA-NA	HIGH	NA-NA	12	12.139	1754/8917	94.89	NZ_LMBR01000001.1 Chlorobium limicola strain Frasassi contig-124_0, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/014/696/625/GCF_014696625.1_genomic.fna.gz	94.89	1.587	94.79-94.97	1.587	1.48-1.67	2	2.488	5220/32992	94.23	NZ_JACJQL010000001.1 Nostoc parmelioides FACHB-3921 contig1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/116/045/GCF_900116045.1_genomic.fna.gz	94.88	3.000	NA-NA	HIGH	NA-NA	3	3.059	2306/11777	94.88	NZ_LT630450.1 Desulfovibrio piger strain FI11049 isolate FI11049 chromosome I, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/024/400/535/GCF_024400535.1_genomic.fna.gz	94.83	0.561	94.48-95.13	0.561	0.50-0.62	1	1.362	1046/12429	92.33	NZ_CP038800.1 Treponema denticola strain ATCC 700768 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/378/065/GCF_000378065.1_genomic.fna.gz	94.78	0.498	94.43-95.23	0.498	0.42-0.57	1	1.342	742/9747	92.03	NZ_KB899147.1 Porphyromonas gulae DSM 15663 F452DRAFT_scaffold00001.1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/943/181/435/GCA_943181435.1_genomic.fna.gz	94.53	0.210	93.61-95.55	0.210	0.15-0.28	1	1.161	286/8453	89.65	OW969598.1 Neisseria sp. Marseille-Q6792 genome assembly, chromosome: contig00001
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/009/856/605/GCF_009856605.1_genomic.fna.gz	94.53	1.593	94.40-94.63	1.593	1.48-1.70	2	2.266	4202/29842	93.87	NZ_CP047242.1 Trichormus variabilis 0441 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/013/009/345/GCF_013009345.1_genomic.fna.gz	94.42	0.061	92.51-95.76	0.061	0.04-0.11	1	1.000	173/16389	86.35	NZ_JABELE010000010.1 Acinetobacter geminorum strain J00019 NODE_10_length_168767_cov_80.450471, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/900/365/GCF_002900365.1_genomic.fna.gz	94.41	0.190	93.65-95.05	0.190	0.14-0.24	1	1.099	593/20004	89.27	NZ_CP025979.1 Escherichia marmotae strain HT073016 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/001/628/815/GCA_001628815.1_genomic.fna.gz	94.36	0.719	94.09-94.58	0.719	0.64-0.78	1	1.441	1351/15644	92.40	CP014963.1 Geobacter anodireducens strain SD-1, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/000/193/795/GCA_000193795.2_genomic.fna.gz	94.31	0.214	93.50-95.17	0.214	0.16-0.29	1	1.187	299/9219	89.53	AEPI01000132.1 Neisseria lactamica NS19 contig00132, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/012/584/455/GCF_012584455.1_genomic.fna.gz	94.28	9.000	NA-NA	HIGH	NA-NA	9	8.986	3522/21879	94.28	NZ_JABAEB010000001.1 Shewanella sp. S-1 Seq1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/016/724/785/GCF_016724785.1_genomic.fna.gz	94.15	5.000	NA-NA	HIGH	NA-NA	5	4.847	1501/9741	94.15	NZ_CP068114.1 Fusobacterium canifelinum strain FDAARGOS_1126 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/310/975/GCF_001310975.1_genomic.fna.gz	94.07	7.000	NA-NA	HIGH	NA-NA	7	6.640	1621/10768	94.07	NZ_BAZY01000001.1 Thermoanaerobacter thermocopriae JCM 7501, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/955/735/GCF_000955735.1_genomic.fna.gz	94.06	24.000	NA-NA	HIGH	NA-NA	24	22.752	1422/9495	94.06	NZ_LACN01000004.1 Caldicellulosiruptor naganoensis NA10 N907DRAFT_deg7180000000013.1_C, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/421/725/GCF_000421725.1_genomic.fna.gz	94.00	0.264	93.19-94.66	0.264	0.20-0.34	1	0.702	651/11111	91.25	NZ_ATXO01000001.1 Caldicellulosiruptor acetigenus DSM 7040 H557DRAFT_scaffold00001.1_C, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/000/182/945/GCA_000182945.1_genomic.fna.gz	93.87	4.000	NA-NA	HIGH	NA-NA	4	4.656	1254/8906	93.87	AABF01000001.1 Fusobacterium nucleatum subsp. vincentii ATCC 49256 Contig0377, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/379/065/GCF_000379065.1_genomic.fna.gz	93.77	1.146	93.62-93.92	1.146	1.03-1.23	1	1.783	2037/21699	92.65	NZ_KB900614.1 Salinispora mooreana strain DSM 45549 Salpac6DRAFT_scaffold1.1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/023/349/185/GCF_023349185.1_genomic.fna.gz	93.70	0.661	93.39-93.98	0.661	0.59-0.73	1	1.503	1274/19063	91.64	NZ_JAKIKY010000001.1 Shewanella aquimarina strain JCM 12193 contig00001, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/759/775/GCF_000759775.1_genomic.fna.gz	93.68	0.235	92.96-94.30	0.235	0.18-0.29	1	1.200	545/19173	89.15	NZ_BBMY01000235.1 Escherichia albertii NBRC 107761 = DSM 17582 strain NBRC 107761, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/514/815/GCF_000514815.1_genomic.fna.gz	93.65	1.099	93.46-93.82	1.099	0.99-1.18	1	1.779	1965/22207	92.48	NZ_KI911471.1 Salinispora fenicalii strain CNT-569 B116DRAFT_scaffold_0.1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/006/742/205/GCF_006742205.1_genomic.fna.gz	93.64	0.310	92.92-94.50	0.310	0.23-0.39	1	1.150	359/10141	89.78	NZ_AP019721.1 Staphylococcus epidermidis strain NBRC 100911 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/003/525/885/GCA_003525885.1_genomic.fna.gz	93.63	0.216	92.97-94.39	0.216	0.17-0.28	1	1.337	487/18769	88.89	DQIG01000405.1 MAG TPA_asm: Stenotrophomonas sp. isolate UBA11242 contig_1003, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/484/695/GCF_000484695.1_genomic.fna.gz	93.59	1.194	93.42-93.73	1.194	1.08-1.28	1	1.817	2026/22379	92.54	NZ_AXVR01000001.1 Salinispora cortesiana strain CNY-202 K228DRAFT_scaffold00001.1_C, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/008/633/215/GCF_008633215.1_genomic.fna.gz	93.55	4.000	NA-NA	HIGH	NA-NA	4	4.694	1080/8541	93.55	NZ_BHYR01000001.1 Fusobacterium nucleatum strain 13-08-02 NODE_1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/006/970/445/GCF_006970445.1_genomic.fna.gz	93.39	0.266	92.79-93.87	0.266	0.21-0.33	1	1.176	564/19573	89.19	NZ_CP033877.1 Stenotrophomonas maltophilia strain 291 chromosome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/024/112/395/GCF_024112395.1_genomic.fna.gz	93.35	6.000	NA-NA	HIGH	NA-NA	6	6.263	3333/28108	93.35	NZ_CP078013.1 Pseudomonas pergaminensis strain 1008 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/514/775/GCF_000514775.1_genomic.fna.gz	93.34	1.013	93.12-93.51	1.013	0.91-1.13	1	1.821	1909/25036	92.03	NZ_AZWO01000001.1 Salinispora pacifica CNR114 B118DRAFT_scaffold_0.1_C, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/612/585/GCF_000612585.1_genomic.fna.gz	93.34	6.000	NA-NA	HIGH	NA-NA	6	6.225	3363/28519	93.34	NZ_JFCA01000001.1 Pseudomonas sp. CHM02 contig00001, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/763/575/GCF_000763575.1_genomic.fna.gz	93.33	7.000	NA-NA	HIGH	NA-NA	7	6.839	1177/10004	93.33	NZ_CP009170.1 Thermoanaerobacter kivui strain LKT-1 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/563/895/GCF_002563895.1_genomic.fna.gz	93.33	6.000	NA-NA	HIGH	NA-NA	6	6.273	3153/26820	93.33	NZ_PDJB01000001.1 Pseudomonas lurida strain LMG 21995 Ga0070647_11, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/900/761/785/GCA_900761785.1_genomic.fna.gz	93.26	0.722	93.03-93.44	0.722	0.65-0.80	1	1.646	2139/35547	91.33	CAAFEE010000001.1 TPA_asm: uncultured Bacteroides sp., isolate HGM04668, WGS project CAAFEE010000000 data, contig: SRS098827_17_k99_51, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/900/766/005/GCA_900766005.1_genomic.fna.gz	93.26	1.316	93.00-93.51	1.316	1.09-1.46	2	2.366	1239/14552	92.36	CAAFTU010000001.1 TPA_asm: uncultured Bacteroides sp., isolate HGM04651, WGS project CAAFTU010000000 data, contig: SRS295019_2_k89_177, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/013/760/955/GCF_013760955.1_genomic.fna.gz	93.26	3.000	NA-NA	HIGH	NA-NA	3	3.158	867/7544	93.26	NZ_JACDUL010000001.1 Methanococcus maripaludis strain C8 Ga0416745_01, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/457/555/GCF_001457555.1_genomic.fna.gz	93.22	5.000	NA-NA	HIGH	NA-NA	5	4.813	1178/10400	93.22	NZ_LN831027.1 Fusobacterium nucleatum subsp. polymorphum strain NCTC10562 chromosome 1, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/009/831/655/GCF_009831655.1_genomic.fna.gz	93.20	0.667	92.87-93.47	0.667	0.57-0.75	1	1.546	1151/20204	91.17	NZ_WRPA01000001.1 Shewanella insulae strain JBTF-M18 1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/192/255/GCF_002192255.1_genomic.fna.gz	93.12	0.234	92.38-93.81	0.234	0.18-0.30	1	1.181	452/19276	88.60	NZ_CP021768.1 Stenotrophomonas sp. WZN-1 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/106/755/GCF_900106755.1_genomic.fna.gz	93.11	0.913	92.90-93.33	0.913	0.82-0.99	1	1.455	1707/25597	91.64	NZ_FNNN01000076.1 Bacteroides faecis MAJ27, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/383/575/GCF_000383575.1_genomic.fna.gz	93.09	1.163	92.87-93.26	1.163	1.05-1.27	1	1.822	1770/23394	92.01	NZ_KB911579.1 Salinispora oceanensis strain DSM 45547 SALPAC4DRAFT_scaffold1.1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/378/825/GCF_000378825.1_genomic.fna.gz	93.07	1.066	92.85-93.28	1.066	0.96-1.17	1	1.781	1565/21848	91.85	NZ_KB900388.1 Salinispora vitiensis strain DSM 45548 Salpac2DRAFT_Scaffold1.2, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/013/344/765/GCF_013344765.1_genomic.fna.gz	93.07	0.087	91.34-94.75	0.087	0.04-0.15	1	1.046	152/16027	86.05	NZ_JABVBF010000100.1 Acinetobacter lactucae strain KCJK9025 NODE_100_length_13157_cov_13.290177, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/014/268/275/GCF_014268275.3_genomic.fna.gz	93.00	6.000	NA-NA	HIGH	NA-NA	6	6.282	2824/26776	93.00	NZ_CP077084.1 Pseudomonas tritici strain SWRI145 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/011/965/GCF_000011965.2_genomic.fna.gz	92.96	0.181	92.02-93.84	0.181	0.13-0.25	1	1.083	350/19921	87.78	NC_003911.12 Ruegeria pomeroyi DSS-3, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/103/345/GCF_900103345.1_genomic.fna.gz	92.89	6.000	NA-NA	HIGH	NA-NA	6	6.291	2932/28892	92.89	NZ_LT629702.1 Pseudomonas azotoformans strain LMG 21611 chromosome I
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/870/465/GCF_001870465.1_genomic.fna.gz	92.88	6.000	NA-NA	HIGH	NA-NA	6	6.324	2757/27205	92.88	NZ_MDGK01000001.1 Pseudomonas extremorientalis strain LMG 19695 contig146, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/013/393/325/GCF_013393325.1_genomic.fna.gz	92.88	5.000	NA-NA	HIGH	NA-NA	5	5.731	2597/25647	92.88	NZ_QJRC01000028.1 Pseudomonas hunanensis strain xwS6 113, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/003/205/205/GCF_003205205.1_genomic.fna.gz	92.88	5.000	NA-NA	HIGH	NA-NA	5	5.595	2472/24422	92.88	NZ_QJRL01000010.1 Pseudomonas sp. LB-090624 NODE_10_length_161332_cov_23.798914, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/284/595/GCF_000284595.1_genomic.fna.gz	92.86	0.225	92.11-93.53	0.225	0.17-0.29	1	1.259	425/20446	88.25	NC_017671.1 Stenotrophomonas maltophilia D457, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/019/415/335/GCA_019415335.1_genomic.fna.gz	92.85	0.166	91.86-94.03	0.166	0.11-0.23	1	1.148	304/19420	87.45	DXKH01000001.1 MAG TPA_asm: Citrobacter sp. isolate HRGM_Genome_0066 HRGM_Genome_0066_1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/755/145/GCF_000755145.1_genomic.fna.gz	92.84	0.691	92.37-93.20	0.691	0.57-0.81	1	1.415	598/11786	90.83	NZ_CP009228.1 Treponema putidum strain OMZ 758 (ATCC 700334) chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/865/985/GCF_002865985.1_genomic.fna.gz	92.84	37.000	NA-NA	HIGH	NA-NA	37	36.959	797/7969	92.84	NZ_LNDD01000001.1 Thermotoga sp. SG1 contig_1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/011/959/205/GCA_011959205.1_genomic.fna.gz	92.83	1.564	92.64-92.98	1.564	1.42-1.73	2	2.073	1448/18176	92.16	BLLV01000001.1 Bacteroidaceae bacterium IMSAGC_004 DNA, IMSAGC_004_contig_1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/368/085/GCF_000368085.1_genomic.fna.gz	92.82	0.183	91.71-93.95	0.183	0.13-0.26	1	1.118	280/16560	87.67	NZ_KB849239.1 Acinetobacter nosocomialis NIPH 2119 acLsg-supercont-complete, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/158/275/GCF_000158275.2_genomic.fna.gz	92.82	5.000	NA-NA	HIGH	NA-NA	5	4.699	1067/10763	92.82	NZ_CP007062.1 Fusobacterium nucleatum subsp. animalis 7_1 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/614/185/GCF_000614185.1_genomic.fna.gz	92.80	1.695	92.61-92.92	1.695	1.52-1.87	2	2.108	1869/22987	92.22	NZ_BAKM01000160.1 Phocaeicola sartorii JCM 17136 = DSM 21941 strain JCM 17136, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/025/565/GCF_000025565.1_genomic.fna.gz	92.77	0.057	89.55-93.47	0.057	0.05-0.12	1	1.698	129/23312	84.57	NC_014121.1 Enterobacter cloacae subsp. cloacae ATCC 13047, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/166/335/GCF_000166335.1_genomic.fna.gz	92.75	0.263	91.91-93.56	0.263	0.19-0.35	1	0.710	365/10067	89.85	NC_014657.1 Caldicellulosiruptor owensensis OL, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/412/675/GCF_000412675.1_genomic.fna.gz	92.74	5.000	NA-NA	HIGH	NA-NA	5	5.729	2551/26347	92.74	NC_021505.1 Pseudomonas putida NBRC 14164, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/278/075/GCF_002278075.1_genomic.fna.gz	92.74	1.933	92.60-92.83	1.933	1.78-2.19	2	2.376	3127/37487	92.30	NZ_CP022989.1 Paraburkholderia aromaticivorans strain BN5 chromosome 1, complete sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/111/895/GCF_900111895.1_genomic.fna.gz	92.74	6.000	NA-NA	HIGH	NA-NA	6	6.407	2595/26865	92.74	NZ_FOKB01000023.1 Pseudomonas simiae strain CCUG 50988, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/503/215/GCF_000503215.1_genomic.fna.gz	92.71	6.000	NA-NA	HIGH	NA-NA	6	6.291	2569/26877	92.71	NZ_AYTD01000013.1 Pseudomonas canadensis strain Feb-92 scaffold1.1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/579/805/GCF_001579805.1_genomic.fna.gz	92.69	6.000	NA-NA	HIGH	NA-NA	6	6.230	2753/28974	92.69	NZ_CP014546.1 Pseudomonas azotoformans strain S4 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/014/217/355/GCF_014217355.1_genomic.fna.gz	92.68	4.000	NA-NA	HIGH	NA-NA	4	4.692	948/10022	92.68	NZ_CP060112.1 Fusobacterium hwasookii strain KCOM 1249 chromosome, complete genome
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/016/508/255/GCF_016508255.1_genomic.fna.gz	92.66	0.076	90.37-93.63	0.076	0.05-0.14	1	1.043	117/15867	85.35	NZ_JADVKT010000001.1 Acinetobacter calcoaceticus strain ACIN00260 ACIN00260_c0001, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/012/840/485/GCA_012840485.1_genomic.fna.gz	92.65	7.000	NA-NA	HIGH	NA-NA	7	6.650	1073/11441	92.65	DULG01000026.1 MAG TPA_asm: Clostridia bacterium isolate AS04akNAM_103 10206_AS04, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/186/445/GCF_000186445.1_genomic.fna.gz	92.63	0.261	91.61-93.58	0.261	0.17-0.36	1	1.094	203/9094	88.46	NZ_GL636070.1 Streptococcus agalactiae ATCC 13813 SCAFFOLD1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/013/385/825/GCF_013385825.1_genomic.fna.gz	92.62	6.000	NA-NA	HIGH	NA-NA	6	6.312	2672/28793	92.62	NZ_JACAPG010000001.1 Pseudomonas reactans strain C5002 run0228_C5002_S32_L005_contig_1, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/193/735/GCF_000193735.1_genomic.fna.gz	92.60	0.082	90.30-93.05	0.082	0.07-0.17	1	1.157	83/10612	85.51	NZ_AEPF01000169.1 Neisseria sicca 4320 N_sicca_4320_contig00169, whole genome shotgun sequence
meslier_reads/pacbio_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/883/995/GCF_001883995.1_genomic.fna.gz	92.57	0.094	91.20-94.44	0.094	0.04-0.15	1	1.048	207/23907	85.80	NZ_MACE01000001.1 Bacillus paranthracis strain Mn5 contig1, whole genome shotgun sequence
