Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/905/372/345/GCA_905372345.1_genomic.fna.gz	94.57	0.207	93.67-95.55	0.207	0.14-0.28	1	1.101	267/7874	89.66	CAJPPE010000001.1 uncultured Treponema sp. isolate SRR9217404-mag-bin.11 genome assembly, contig: SRR9217404-mag-bin.11_239, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/184/965/GCF_900184965.1_genomic.fna.gz	94.53	0.484	94.06-94.98	0.484	0.40-0.55	1	1.284	807/11817	91.71	NZ_FXYA01000214.1 Akkermansia muciniphila isolate Mouse_2_MG.fasta, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/166/355/GCF_000166355.1_genomic.fna.gz	94.39	0.569	93.91-94.78	0.569	0.48-0.67	2	2.968	862/11657	91.94	NC_014652.1 Caldicellulosiruptor hydrothermalis 108, complete sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/378/065/GCF_000378065.1_genomic.fna.gz	94.38	0.811	94.09-94.72	0.811	0.70-0.89	1	1.534	921/9747	92.67	NZ_KB899147.1 Porphyromonas gulae DSM 15663 F452DRAFT_scaffold00001.1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/014/696/625/GCF_014696625.1_genomic.fna.gz	94.32	0.344	93.96-94.69	0.344	0.30-0.38	1	1.331	1599/32992	90.70	NZ_JACJQL010000001.1 Nostoc parmelioides FACHB-3921 contig1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/018/332/475/GCF_018332475.1_genomic.fna.gz	94.28	0.040	91.77-94.81	0.040	0.04-0.08	1	1.032	157/23548	85.08	NZ_BOQB01000001.1 Bacillus sanguinis strain BML-BC004 BML-BC004_contig_1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/006/494/425/GCF_006494425.1_genomic.fna.gz	94.21	0.040	91.69-94.50	0.040	0.04-0.08	1	1.032	157/24070	85.02	NZ_VHIV01000001.1 Bacillus sp. (in: Bacteria) strain MHSD28 Contig_1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/012/584/455/GCF_012584455.1_genomic.fna.gz	94.15	1.274	93.98-94.27	1.274	1.17-1.37	2	2.007	2472/21879	93.21	NZ_JABAEB010000001.1 Shewanella sp. S-1 Seq1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/009/856/605/GCF_009856605.1_genomic.fna.gz	94.07	0.304	93.68-94.43	0.304	0.26-0.35	1	1.246	1201/29842	90.16	NZ_CP047242.1 Trichormus variabilis 0441 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/310/975/GCF_001310975.1_genomic.fna.gz	94.07	1.798	93.88-94.25	1.798	1.58-1.99	2	2.682	1368/10768	93.56	NZ_BAZY01000001.1 Thermoanaerobacter thermocopriae JCM 7501, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/116/045/GCF_900116045.1_genomic.fna.gz	94.00	0.516	93.45-94.47	0.516	0.43-0.61	1	1.244	710/11777	91.34	NZ_LT630450.1 Desulfovibrio piger strain FI11049 isolate FI11049 chromosome I, complete sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/024/181/645/GCF_024181645.1_genomic.fna.gz	93.96	0.334	93.34-94.45	0.334	0.27-0.41	1	1.169	502/11951	90.28	NZ_CP058624.1 Treponema denticola strain OMZ 854 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/955/735/GCF_000955735.1_genomic.fna.gz	93.87	4.000	NA-NA	HIGH	NA-NA	4	4.094	1337/9495	93.87	NZ_LACN01000004.1 Caldicellulosiruptor naganoensis NA10 N907DRAFT_deg7180000000013.1_C, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/094/905/GCF_900094905.1_genomic.fna.gz	93.84	0.043	91.13-94.39	0.043	0.04-0.10	1	1.034	146/23411	84.89	NZ_FMJG01000058.1 Bacillus cereus strain F2404B-79, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/016/724/785/GCF_016724785.1_genomic.fna.gz	93.84	1.219	93.57-94.10	1.219	1.08-1.34	2	1.881	966/9741	92.82	NZ_CP068114.1 Fusobacterium canifelinum strain FDAARGOS_1126 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/024/400/535/GCF_024400535.1_genomic.fna.gz	93.78	0.273	93.04-94.41	0.273	0.21-0.35	1	1.147	414/12429	89.61	NZ_CP038800.1 Treponema denticola strain ATCC 700768 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/000/182/945/GCA_000182945.1_genomic.fna.gz	93.69	1.327	93.41-93.91	1.327	1.18-1.49	2	1.909	879/8906	92.80	AABF01000001.1 Fusobacterium nucleatum subsp. vincentii ATCC 49256 Contig0377, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/763/575/GCF_000763575.1_genomic.fna.gz	93.45	1.629	93.20-93.66	1.629	1.42-1.85	2	2.729	997/10004	92.83	NZ_CP009170.1 Thermoanaerobacter kivui strain LKT-1 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/455/345/GCF_001455345.1_genomic.fna.gz	93.37	0.048	90.48-93.95	0.048	0.04-0.11	1	1.023	129/22736	84.63	NZ_CP013274.1 Bacillus thuringiensis strain CTC chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/004/211/955/GCF_004211955.1_genomic.fna.gz	93.36	0.051	91.37-93.67	0.051	0.05-0.10	1	1.063	126/20437	84.86	NZ_RHJI01000010.1 Escherichia sp. E1V33 1V33_10_consensus, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/008/633/215/GCF_008633215.1_genomic.fna.gz	93.35	1.339	93.06-93.63	1.339	1.14-1.53	2	1.962	756/8541	92.48	NZ_BHYR01000001.1 Fusobacterium nucleatum strain 13-08-02 NODE_1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/421/725/GCF_000421725.1_genomic.fna.gz	93.35	0.485	92.75-93.92	0.485	0.38-0.57	1	2.671	523/11111	90.61	NZ_ATXO01000001.1 Caldicellulosiruptor acetigenus DSM 7040 H557DRAFT_scaffold00001.1_C, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/379/065/GCF_000379065.1_genomic.fna.gz	93.34	0.176	92.45-94.18	0.176	0.13-0.23	1	1.095	423/21699	88.07	NZ_KB900614.1 Salinispora mooreana strain DSM 45549 Salpac6DRAFT_scaffold1.1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/900/761/785/GCA_900761785.1_genomic.fna.gz	93.33	0.155	92.58-94.14	0.155	0.12-0.20	1	1.100	617/35547	87.74	CAAFEE010000001.1 TPA_asm: uncultured Bacteroides sp., isolate HGM04668, WGS project CAAFEE010000000 data, contig: SRS098827_17_k99_51, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/145/215/GCF_000145215.1_genomic.fna.gz	93.30	0.451	92.64-94.03	0.451	0.33-0.56	2	3.076	448/10336	90.37	NC_014392.1 Caldicellulosiruptor obsidiansis OB47, complete sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/024/112/395/GCF_024112395.1_genomic.fna.gz	93.25	0.689	93.02-93.50	0.689	0.60-0.75	1	1.446	1627/28108	91.22	NZ_CP078013.1 Pseudomonas pergaminensis strain 1008 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/571/225/GCF_002571225.1_genomic.fna.gz	93.17	0.055	91.35-94.58	0.055	0.04-0.10	1	1.039	154/24496	84.91	NZ_NVEC01000100.1 Bacillus sp. AFS059628 AFS059628_102_B4_Contig100_140514, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/612/585/GCF_000612585.1_genomic.fna.gz	93.13	0.724	92.89-93.37	0.724	0.64-0.78	1	1.490	1648/28519	91.21	NZ_JFCA01000001.1 Pseudomonas sp. CHM02 contig00001, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/484/695/GCF_000484695.1_genomic.fna.gz	93.13	0.197	92.41-93.86	0.197	0.15-0.25	1	1.098	449/22379	88.15	NZ_AXVR01000001.1 Salinispora cortesiana strain CNY-202 K228DRAFT_scaffold00001.1_C, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/514/815/GCF_000514815.1_genomic.fna.gz	93.10	0.188	92.21-93.80	0.188	0.14-0.25	1	1.108	425/22207	88.02	NZ_KI911471.1 Salinispora fenicalii strain CNT-569 B116DRAFT_scaffold_0.1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/001/628/815/GCA_001628815.1_genomic.fna.gz	93.08	0.306	92.31-93.71	0.306	0.23-0.39	1	1.149	456/15644	89.22	CP014963.1 Geobacter anodireducens strain SD-1, complete sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/383/575/GCF_000383575.1_genomic.fna.gz	93.06	0.168	92.29-93.74	0.168	0.13-0.22	1	1.078	399/23394	87.69	NZ_KB911579.1 Salinispora oceanensis strain DSM 45547 SALPAC4DRAFT_scaffold1.1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/563/895/GCF_002563895.1_genomic.fna.gz	93.04	0.754	92.77-93.32	0.754	0.67-0.83	1	1.432	1543/26820	91.20	NZ_PDJB01000001.1 Pseudomonas lurida strain LMG 21995 Ga0070647_11, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/884/045/GCF_001884045.1_genomic.fna.gz	93.04	0.057	90.91-94.19	0.057	0.04-0.11	1	1.033	151/24265	84.89	NZ_MACF01000001.1 Bacillus mobilis strain 0711P9-1 contig1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/865/985/GCF_002865985.1_genomic.fna.gz	92.96	7.000	NA-NA	HIGH	NA-NA	7	6.971	828/7969	92.96	NZ_LNDD01000001.1 Thermotoga sp. SG1 contig_1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/014/268/275/GCF_014268275.3_genomic.fna.gz	92.94	0.659	92.64-93.22	0.659	0.59-0.74	1	1.450	1355/26776	90.82	NZ_CP077084.1 Pseudomonas tritici strain SWRI145 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/457/555/GCF_001457555.1_genomic.fna.gz	92.92	1.341	92.62-93.16	1.341	1.18-1.55	2	1.903	797/10400	92.05	NZ_LN831027.1 Fusobacterium nucleatum subsp. polymorphum strain NCTC10562 chromosome 1, complete sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/011/959/205/GCA_011959205.1_genomic.fna.gz	92.82	0.472	92.39-93.26	0.472	0.40-0.54	1	1.294	693/18176	90.00	BLLV01000001.1 Bacteroidaceae bacterium IMSAGC_004 DNA, IMSAGC_004_contig_1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/870/465/GCF_001870465.1_genomic.fna.gz	92.82	0.687	92.53-93.10	0.687	0.61-0.78	1	1.478	1365/27205	90.80	NZ_MDGK01000001.1 Pseudomonas extremorientalis strain LMG 19695 contig146, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/103/345/GCF_900103345.1_genomic.fna.gz	92.79	0.699	92.54-93.06	0.699	0.62-0.78	1	1.453	1450/28892	90.80	NZ_LT629702.1 Pseudomonas azotoformans strain LMG 21611 chromosome I
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/158/275/GCF_000158275.2_genomic.fna.gz	92.77	1.129	92.47-93.06	1.129	0.98-1.26	2	1.842	720/10763	91.65	NZ_CP007062.1 Fusobacterium nucleatum subsp. animalis 7_1 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/111/895/GCF_900111895.1_genomic.fna.gz	92.66	0.727	92.37-92.91	0.727	0.63-0.81	1	1.502	1328/26865	90.76	NZ_FOKB01000023.1 Pseudomonas simiae strain CCUG 50988, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/003/205/205/GCF_003205205.1_genomic.fna.gz	92.65	0.666	92.32-92.91	0.666	0.59-0.76	1	1.460	1134/24422	90.57	NZ_QJRL01000010.1 Pseudomonas sp. LB-090624 NODE_10_length_161332_cov_23.798914, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/009/831/655/GCF_009831655.1_genomic.fna.gz	92.61	0.203	91.64-93.57	0.203	0.14-0.27	1	1.155	361/20204	87.82	NZ_WRPA01000001.1 Shewanella insulae strain JBTF-M18 1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/579/805/GCF_001579805.1_genomic.fna.gz	92.60	0.704	92.30-92.85	0.704	0.63-0.79	1	1.442	1371/28974	90.63	NZ_CP014546.1 Pseudomonas azotoformans strain S4 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/012/840/485/GCA_012840485.1_genomic.fna.gz	92.55	1.888	92.39-92.77	1.888	1.63-1.99	2	2.794	898/11441	92.12	DULG01000026.1 MAG TPA_asm: Clostridia bacterium isolate AS04akNAM_103 10206_AS04, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/166/335/GCF_000166335.1_genomic.fna.gz	92.51	0.342	91.52-93.52	0.342	0.22-0.48	1	2.616	271/10067	88.99	NC_014657.1 Caldicellulosiruptor owensensis OL, complete sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/013/393/325/GCF_013393325.1_genomic.fna.gz	92.50	0.681	92.20-92.81	0.681	0.58-0.78	1	1.434	1149/25647	90.47	NZ_QJRC01000028.1 Pseudomonas hunanensis strain xwS6 113, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/503/215/GCF_000503215.1_genomic.fna.gz	92.47	0.741	92.15-92.75	0.741	0.66-0.84	1	1.443	1262/26877	90.60	NZ_AYTD01000013.1 Pseudomonas canadensis strain Feb-92 scaffold1.1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/014/217/355/GCF_014217355.1_genomic.fna.gz	92.46	1.201	92.17-92.75	1.201	1.02-1.37	2	1.874	625/10022	91.44	NZ_CP060112.1 Fusobacterium hwasookii strain KCOM 1249 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/023/349/185/GCF_023349185.1_genomic.fna.gz	92.45	0.255	91.85-93.11	0.255	0.20-0.32	1	1.177	396/19063	88.25	NZ_JAKIKY010000001.1 Shewanella aquimarina strain JCM 12193 contig00001, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/013/760/955/GCF_013760955.1_genomic.fna.gz	92.44	1.081	92.12-92.80	1.081	0.88-1.25	1	1.668	443/7544	91.26	NZ_JACDUL010000001.1 Methanococcus maripaludis strain C8 Ga0416745_01, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/614/185/GCF_000614185.1_genomic.fna.gz	92.42	0.521	92.00-92.71	0.521	0.45-0.61	1	1.321	826/22987	89.83	NZ_BAKM01000160.1 Phocaeicola sartorii JCM 17136 = DSM 21941 strain JCM 17136, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/412/675/GCF_000412675.1_genomic.fna.gz	92.41	0.681	92.10-92.68	0.681	0.59-0.76	1	1.441	1144/26347	90.38	NC_021505.1 Pseudomonas putida NBRC 14164, complete sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/013/385/825/GCF_013385825.1_genomic.fna.gz	92.40	0.745	92.09-92.65	0.745	0.67-0.84	1	1.501	1331/28793	90.56	NZ_JACAPG010000001.1 Pseudomonas reactans strain C5002 run0228_C5002_S32_L005_contig_1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/378/825/GCF_000378825.1_genomic.fna.gz	92.39	0.194	91.57-93.14	0.194	0.15-0.25	1	1.088	339/21848	87.43	NZ_KB900388.1 Salinispora vitiensis strain DSM 45548 Salpac2DRAFT_Scaffold1.2, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/008/692/035/GCF_008692035.1_genomic.fna.gz	92.37	0.642	92.00-92.63	0.642	0.57-0.74	1	1.417	1225/29793	90.22	NZ_VTFG01000001.1 Pseudomonas marginalis strain PgKB35 contig1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/021/390/155/GCF_021390155.1_genomic.fna.gz	92.30	0.710	91.96-92.59	0.710	0.62-0.81	1	1.474	1166/27092	90.35	NZ_CP089985.1 Pseudomonas sp. HN11 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/022/533/585/GCF_022533585.1_genomic.fna.gz	92.29	0.651	91.91-92.56	0.651	0.57-0.76	1	1.396	994/24566	90.17	NZ_CP092827.1 Pseudomonas sp. LS.1a chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/106/755/GCF_900106755.1_genomic.fna.gz	92.26	0.240	91.57-93.06	0.240	0.18-0.30	1	1.163	461/25597	87.85	NZ_FNNN01000076.1 Bacteroides faecis MAJ27, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/900/766/005/GCA_900766005.1_genomic.fna.gz	92.25	0.596	91.79-92.72	0.596	0.50-0.71	1	1.341	546/14552	89.95	CAAFTU010000001.1 TPA_asm: uncultured Bacteroides sp., isolate HGM04651, WGS project CAAFTU010000000 data, contig: SRS295019_2_k89_177, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/278/075/GCF_002278075.1_genomic.fna.gz	92.24	0.254	91.68-92.85	0.254	0.20-0.30	1	1.145	702/37487	87.96	NZ_CP022989.1 Paraburkholderia aromaticivorans strain BN5 chromosome 1, complete sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/021/606/685/GCF_021606685.1_genomic.fna.gz	92.22	0.808	91.93-92.50	0.808	0.71-0.91	1	1.583	1167/25443	90.54	NZ_WKCB01000001.1 Pseudomonas syringae strain PA-4-7F contig_1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/291/015/GCF_900291015.1_genomic.fna.gz	92.20	0.695	91.83-92.55	0.695	0.60-0.79	1	1.458	974/23676	90.22	NZ_OLKL01000001.1 Pseudomonas sp. Kh13 isolate Pseudomonas sp. Kh13, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/013/336/025/GCA_013336025.1_genomic.fna.gz	92.19	0.569	91.58-92.90	0.569	0.44-0.73	1	1.423	333/9380	89.79	JAAXUM010000152.1 MAG: Chlorobiaceae bacterium isolate W4_Combined_metabat2_036 W4_Combined_metabat2_036_NODE_10063, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/708/715/GCF_000708715.2_genomic.fna.gz	92.17	0.662	91.80-92.44	0.662	0.59-0.74	1	1.415	1058/26921	90.09	NZ_JENB01000001.1 Pseudomonas putida W15Oct28 scaffold1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/014/207/255/GCF_014207255.1_genomic.fna.gz	92.17	0.663	91.86-92.47	0.663	0.58-0.76	1	1.480	1163/29505	90.09	NZ_JACHCZ010000001.1 Pseudomonas sp. JAI120 Ga0401626_01, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/590/885/GCF_900590885.1_genomic.fna.gz	92.15	0.715	91.83-92.45	0.715	0.61-0.82	1	1.547	1134/27444	90.23	NZ_UUON01000051.1 Pseudomonas viridiflava isolate p4.D11, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/573/625/GCF_002573625.1_genomic.fna.gz	92.14	1.364	91.86-92.39	1.364	1.16-1.54	2	1.905	677/11402	91.29	NZ_NJGI01000001.1 Fusobacterium nucleatum subsp. polymorphum strain KCOM 1232 (= ChDC F37) F37_contig000001, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/843/605/GCF_002843605.1_genomic.fna.gz	92.12	0.678	91.83-92.36	0.678	0.59-0.76	1	1.467	1127/28684	90.09	NZ_CP025263.1 Pseudomonas sp. S09G 359 chromosome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/269/925/GCF_001269925.1_genomic.fna.gz	92.09	0.692	91.74-92.36	0.692	0.62-0.80	1	1.461	1153/29211	90.10	NZ_LHVO01000001.1 Pseudomonas sp. MIACH PREFIX_contig_1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/277/125/GCF_900277125.1_genomic.fna.gz	92.08	0.675	91.70-92.38	0.675	0.58-0.78	1	1.446	986/25463	90.04	NZ_OPYN01000001.1 Pseudomonas inefficax strain JV551A3, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/580/675/GCF_900580675.1_genomic.fna.gz	92.05	0.709	91.69-92.35	0.709	0.61-0.81	1	1.555	1045/26338	90.11	NZ_UTBG01000254.1 Pseudomonas viridiflava isolate p11.D4, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/009/707/325/GCF_009707325.1_genomic.fna.gz	92.03	0.686	91.71-92.32	0.686	0.60-0.78	1	1.437	860/22381	90.02	NZ_CP046103.1 Pseudomonas sp. IB20 chromosome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/009/932/335/GCF_009932335.1_genomic.fna.gz	92.01	0.678	91.65-92.33	0.678	0.56-0.79	1	1.455	968/25610	89.97	NZ_BLJF01000001.1 Pseudomonas asiatica strain RYU5 RYU5_unitig_0, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/730/605/GCF_000730605.1_genomic.fna.gz	92.00	0.723	91.66-92.27	0.723	0.62-0.84	1	1.496	1078/27170	90.11	NZ_BBIS01000132.1 Pseudomonas monteilii NBRC 103158 = DSM 14164 strain NBRC 103158, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/900/591/205/GCF_900591205.1_genomic.fna.gz	92.00	0.692	91.66-92.25	0.692	0.61-0.79	1	1.533	1067/27841	90.01	NZ_UUPU01000109.1 Pseudomonas viridiflava isolate p4.G3, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/002/165/135/GCF_002165135.1_genomic.fna.gz	91.99	0.704	91.60-92.33	0.704	0.60-0.82	1	1.497	893/23027	90.05	NZ_NFZQ01000100.1 Pseudomonas sp. SID14000 NODE_100_length_451_cov_0.759259_ID_199, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/013/203/905/GCA_013203905.1_genomic.fna.gz	91.98	1.333	91.63-92.42	1.333	1.04-1.54	2	1.931	393/7044	91.11	JABMPC010000022.1 MAG: Chlorobium sp. isolate bin.97 k141_1019767, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/007/858/185/GCF_007858185.1_genomic.fna.gz	91.94	0.735	91.62-92.16	0.735	0.66-0.85	1	1.508	1191/30379	90.08	NZ_VFES01000010.1 Pseudomonas grimontii strain DSM 17515 10_251569_11.8641, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/983/175/GCF_001983175.1_genomic.fna.gz	91.94	0.721	91.63-92.19	0.721	0.64-0.83	1	1.546	1085/28084	90.04	NZ_MNPW01000010.1 Pseudomonas cedrina subsp. cedrina strain DSM 17516 10_266722_67.7066, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/498/395/GCF_000498395.2_genomic.fna.gz	91.93	0.655	91.55-92.18	0.655	0.57-0.76	1	1.431	1010/28035	89.83	NZ_CP010979.1 Pseudomonas putida S13.1.2 chromosome, complete genome
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/019/145/355/GCF_019145355.1_genomic.fna.gz	91.88	0.717	91.51-92.15	0.717	0.64-0.80	1	1.444	989/26256	89.96	NZ_JAHSTY010000001.1 Pseudomonas azadiae strain SWRI103 1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCA/016/937/595/GCA_016937595.1_genomic.fna.gz	91.85	0.750	91.51-92.10	0.750	0.65-0.86	1	1.543	919/23815	90.03	JAFHKH010000001.1 Pseudomonas cedrina subsp. fulgida strain LMG 21467 LMG21467_contig_1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/001/050/345/GCF_001050345.1_genomic.fna.gz	91.83	0.683	91.46-92.08	0.683	0.60-0.80	1	1.523	979/27182	89.83	NZ_LFMW01000001.1 Pseudomonas fildesensis strain KG01 sole5_c1, whole genome shotgun sequence
meslier_reads/nanopore_subsamp.fq	gtdb_genomes_reps_r214/database/GCF/000/514/775/GCF_000514775.1_genomic.fna.gz	91.83	0.246	90.98-92.51	0.246	0.19-0.32	1	1.121	397/25036	87.49	NZ_AZWO01000001.1 Salinispora pacifica CNR114 B118DRAFT_scaffold_0.1_C, whole genome shotgun sequence
